Coptic,English
ⲁⲥϭⲱ ⲉⲥⲣⲓⲙⲉ ⲉϩⲟⲩⲛ ⲉϩⲣⲁϥ ⲙⲡⲥⲁϣϥ ⲛϩⲟⲟⲩ ⲉⲣⲉⲡϩⲟⲟⲡ ϣⲟⲟⲡ ⲛϩⲏⲧⲟⲩ ⲁⲩⲱ ⲁⲥϣⲱⲡⲉ ϩⲙⲡⲉⲥⲙⲉϩⲥⲁϣϥ ⲛϩⲟⲟⲩ ⲁϥⲧⲁⲩⲟϥ ⲉⲣⲟⲥ ⲉⲃⲟⲗ ϫⲉⲁⲥϭⲱ ⲉⲥⲉⲛⲱⲭⲗⲉⲓ ⲛⲁϥ ⲛⲧⲟⲥ ϩⲱⲱⲥ ⲁⲥϫⲟⲟϥ ⲉⲛϣⲏⲣⲉ ⲙⲡⲉⲥⲗⲁⲟⲥ,"and she wept before him the seven days, during which their banquet lasted: and it came to pass on the seventh day, that he told her, because she troubled him; and she told it to the children of her people."
ⲁⲓⲕⲁϩⲧⲏⲓ ⲉⲣⲟⲕ ⲡϫⲟⲉⲓⲥ ⲙⲡⲣⲧⲣⲁϫⲓϣⲓⲡⲉ ϣⲁⲉⲛⲉϩ ⲛⲁϩⲙⲉⲧ ⲛⲅⲧⲟⲩϫⲟⲓ ϩⲛⲧⲉⲕⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ,"o lord, i have hoped in thee; let me never be ashamed: deliver me in thy righteousness and rescue me."
ⲁϥⲣⲓⲙⲉ ϩⲛⲟⲩⲛⲟϭ ⲛⲣⲓⲙⲉ ⲉⲛⲁϣⲱϥ ·,and he wept bitterly and shed many tears.
ⲉⲁⲛⲉⲓⲙⲉ ϭⲉ ⲉⲛⲁⲓ ⲧⲏⲣⲟⲩ · ⲙⲁⲣⲛⲃⲟⲏⲑⲉⲓ ⲉⲣⲟⲛ ⲙⲙⲓⲛⲙⲙⲟⲛ ·,"since, therefore, we know all these things, let us help ourselves."
ⲁϥⲕⲱϩ ⲉⲛⲉⲭⲁⲛⲁⲛⲁⲓⲟⲥ ϩⲛⲟⲩⲡⲟⲣⲛⲉⲓⲁ ⲁⲩⲡⲟⲣⲛⲉⲩⲉ ⲉⲧⲃⲏⲏⲧⲁⲩⲙⲉⲣⲉⲡⲥⲱϣ ⲉⲃⲟⲗ ϩⲙⲡⲉϥϣⲟⲩϣⲟⲩ,he has chosen the chananites: they have grievously gone a-whoring: they have loved dishonour through her insolence.
ϩⲟⲧⲁⲛ ⲇⲉ ⲉϥϣⲁⲛⲉⲓ ⲛϭⲓⲡⲡⲁⲣⲁⲕⲗⲏⲧⲟⲥ ⲡⲉⲡⲛⲉⲩⲙⲁ ⲉⲧⲟⲩⲁⲁⲃ ⲡⲉⲧⲉⲣⲉ ⲡⲉⲓⲱⲧ ⲛⲁⲧⲛⲛⲟⲟⲩϥ ϩⲙⲡⲁⲣⲁⲛ ⲡⲉⲧⲙⲙⲁⲩ ⲛⲁⲧⲥⲁⲃⲉ ⲧⲏⲩⲧⲛ ⲉϩⲱⲃ ⲛⲓⲙ ⲁⲩⲱ ⲛϥⲧⲣⲉⲧⲛⲣⲡⲙⲉⲉⲩⲉ ⲛϣⲁϫⲉ ⲛⲓⲙ ⲉⲛⲧⲁⲓϫⲟⲟⲩ ⲛⲏⲧⲛ .,"but the counselor, the holy spirit, whom the father will send in my name, he will teach you all things, and will remind you of all that i said to you."
ⲛⲧⲉⲩⲛⲟⲩ ⲉⲓⲥ ⲛ... ⲉⲃⲟⲗ ϩⲛⲧⲡⲉ ⲁⲩⲟⲩⲱⲙ ϩⲛⲧⲉⲛⲙⲏⲧⲉ ⲉⲩⲥⲟⲩⲗⲱⲗ ⲉϩⲉⲛⲙⲁⲡⲡⲁ ⲛϣⲉⲉⲛⲥ,...
ⲉⲓⲉ ⲉⲣⲉⲧⲉⲕϩⲟⲧⲉ ϣⲟⲟⲡ ⲁⲛ ϩⲛⲟⲩⲙⲛⲧⲁⲧϩⲏⲧ ⲁⲩⲱ ⲧⲉⲕϩⲉⲗⲡⲓⲥ ⲙⲛⲧⲕⲁⲕⲓⲁ ⲛⲧⲉⲕϩⲓⲏ .,"is not thy fear founded in folly, thy hope also, and the mischief of thy way?"
ⲉⲧⲉⲧⲛϣⲁⲛⲃⲱⲕ ϭⲉ ⲉϩⲟⲩⲛ ⲉⲧⲃⲁⲃⲩⲗⲱⲛ ⲧⲉⲧⲛⲛⲁⲉⲓⲣⲉ ⲛϩⲉⲛⲣⲟⲙⲡⲉ ⲉⲛⲁϣⲱⲟⲩ ϩⲙⲡⲙⲁ ⲉⲧⲙⲙⲁⲩ ⲙⲛⲟⲩⲛⲟϭ ⲛⲟⲩⲟⲉⲓϣ ϣⲁϩⲣⲁⲓ ⲉⲥⲁϣϥ ⲛϫⲱⲙ ⲙⲛⲛⲥⲁⲛⲁⲓ ⲇⲉ ϯⲛⲁⲛ ⲧⲏⲩⲧⲛ ⲉⲟⲃⲗ ϩⲙⲡⲙⲁ ⲉⲧⲙⲙⲁⲩ ϩⲛⲟⲩⲉⲓⲣⲏⲛⲏ,"so when ye be come unto babylon, ye shall remain there many years, and for a long season, namely, seven generations: and after that i will bring you away peaceably from thence."
ⲡⲁⲓ ⲉⲛⲧⲁⲕⲥⲃⲧⲱⲧϥ ⲙⲡⲉⲕⲧⲟ ⲉⲃⲟⲗ ⲛⲛⲗⲁⲟⲥ ⲧⲏⲣⲟⲩ,which you have prepared before the face of all peoples;
ⲟⲩϩⲱⲃ ⲛⲟⲩⲱⲧ ⲡⲉⲛⲧⲁⲓⲁⲓⲧⲉⲓ ⲙⲙⲟϥ ⲛⲧⲙ ⲡϫⲟⲉⲓⲥ ⲡⲁⲓ ⲡⲉⲧⲓϣⲓⲛⲉ ⲛⲥⲱϥ ⲉⲧⲣⲁⲟⲩⲱϩ ϩⲙⲡⲏⲓ ⲙⲡϫⲟⲉⲓⲥ ⲛⲛⲉϩⲟⲟⲩ ⲧⲏⲣⲟⲩ ⲙⲡⲁⲱⲛϩ ⲉⲧⲣⲁⲛⲁⲩ ⲉⲡⲟⲩⲛⲟϥ ⲙⲡϫⲟⲉⲓⲥ ⲉϭⲙⲡϣⲓⲛⲉ ⲙⲡⲉϥⲗⲁⲟⲥ,"one thing have i asked of the lord, this will i earnestly seek: that i should dwell in the house of the lord, all the days of my life, that i should behold the fair beauty of the lord, and survey his temple."
ⲁⲍⲁⲏⲗ ⲇⲉ ⲁϥⲡⲱⲧ ⲛⲥⲁⲁⲃⲉⲛⲛⲏⲣ ⲙⲡⲉϥⲁⲗⲉϥ ⲉⲃⲟⲗ ⲙⲙⲟϥ ⲉⲃⲱⲕ ⲉⲟⲩⲛⲁⲛ ⲏ ⲉϩⲃⲟⲩⲣ ⲉϥⲡⲏⲧ ϩⲓⲛⲁⲓ ⲛⲥⲁⲁⲃⲉⲛⲛⲏⲣ,"and asael followed after abenner, and turned not to go to the right hand or to the left from following abenner."
ⲉⲙⲡⲟⲩϫⲟⲟⲥ ϩⲙⲡⲉⲩϩⲏⲧ ϫⲉⲙⲁⲣⲛⲣ ϩⲟⲧⲉ ϭⲉ ϩⲁⲧϩⲏ ⲙⲡϫⲟⲉⲓⲥ ⲡⲉⲛⲛⲟⲩⲧⲉ ⲡⲉⲧϯ ⲛⲁⲛ ⲛⲟⲩϩⲱⲟⲩ ⲛϣⲟⲣⲡ ⲁⲩⲱ ⲛϩⲁⲉ …,"and they have not said in their heart, let us fear now the lord our god, who gives us the early and latter rain, according to the season of the fulfillment of the ordinance of harvest, and has preserved it for us."
ⲁⲛⲟⲕ ⲛⲙⲡⲁⲉⲓⲱⲧ ⲁⲛⲟⲛ ⲟⲩⲁ .,i and the father are one.'
ⲁⲩⲱ ⲁⲩⲡⲛⲁ ⲉⲓ ⲉϩⲣⲁⲓ ⲉϫⲱⲓ ⲁϥⲧⲁϩⲟⲓ ⲉⲣⲁⲧⲉϫⲛⲛⲁⲟⲩⲉⲣⲏⲧⲉ ⲁⲩⲱ ⲁϥϣⲁϫⲉ ⲛⲙⲙⲁⲓ ⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉⲃⲱⲕ ⲉϩⲟⲩⲛ ⲉⲧⲙⲏⲧⲉ ⲙⲡⲉⲕⲏⲓ ⲛⲅϣⲧⲁⲙ ⲉⲣⲁⲕ,"then the spirit came upon me, and set me on my feet, and spoke to me, and said to me, go in, and shut thyself up in the midst of thine house."
ⲁⲩⲱ ⲅⲉⲇⲉⲱⲛ ⲁϥⲉⲓⲙⲉ ϫⲉⲟⲩⲁⲅⲅⲉⲗⲟⲥ ⲛⲧⲉⲡϫⲟⲉⲓⲥ ⲡⲉ ⲡⲁⲓ ⲡⲉϫⲉⲅⲉⲇⲉⲱⲛ ϫⲉⲟⲩⲟⲉⲓ ⲛⲁⲓ ⲡϫⲟⲉⲓⲥ ⲡⲛⲟⲩⲧⲉ ⲉⲃⲟⲗϫⲉ ⲁⲓⲛⲁⲩ ⲉⲡⲁⲅⲅⲉⲗⲟⲥ ⲙⲡϫⲟⲉⲓⲥ ⲛϩⲟ ϩⲓϩⲟ,"and gedeon saw that he was an angel of the lord; and gedeon said, ah, ah, lord my god! for i have seen the angel of the lord face to face."
ϩⲁⲧϩⲏ ⲛϩⲱⲃ ⲛⲓⲙ ⲉⲟⲩⲛⲧⲏⲧⲛ ⲙⲙⲁⲩ ⲛⲧⲁⲅⲁⲡⲏ ⲉϩⲟⲩⲛ ⲉⲛⲉⲧⲛⲉⲣⲏⲩ ⲁϫⲛⲱϫⲛ ϫⲉϣⲁⲣⲉⲧⲁⲅⲁⲡⲏ ϩⲱⲃⲥ ⲉⲃⲟⲗ ⲉϫⲛⲟⲩⲙⲏⲏϣⲉ ⲛⲛⲟⲃⲉ,"and above all things be earnest in your love among yourselves, for love covers a multitude of sins."
ⲛⲧⲉⲣⲉϥⲕⲱ ⲇⲉ ⲉⲃⲟⲗ ⲛⲙⲙⲏⲏϣⲉ ⲁϥⲁⲗⲉ ⲉϩⲣⲁⲓ ⲉϫⲙⲡⲧⲟⲟⲩ ⲙⲁⲩⲁⲁϥ ⲁϥϣⲗⲏⲗ . ⲣⲟⲩϩⲉ ⲇⲉ ⲛⲧⲉⲣⲉϥϣⲱⲡⲉ ⲛⲉϥϩⲙⲡⲙⲁ ⲉⲧⲙⲙⲁⲩ ⲙⲁⲩⲁⲁϥ .,"after he had sent the multitudes away, he went up into the mountain by himself to pray. when evening had come, he was there alone."
ⲉⲡⲉⲓⲇⲏ ⲛⲉⲧⲟⲩⲁⲁⲃ ⲧⲏⲣⲟⲩ ⲡⲏⲧ ⲉⲃⲟⲗ ⲙⲡⲉⲟⲟⲩ ⲙⲡⲉⲓⲕⲟⲥⲙⲟⲥ · ⲧⲁⲓ ϩⲱⲱϥ ⲧⲉ ⲧϩⲉ ⲙⲡⲉⲛⲉⲓⲱⲧ ⲉⲧⲧⲁⲓⲏⲩ ⲁⲡⲁ ⲡⲉⲥⲩⲛⲑⲓⲟⲥ ⲡⲁⲓ ⲛⲧⲁⲡⲛⲟⲩⲧⲉ ⲟⲩⲟⲛϩϥ ⲛⲁⲛ ⲉⲃⲟⲗ ϩⲛⲛⲉⲛϩⲟⲟⲩ,"for all the saints have fled from the glory (or, adulation) of this world, and this did also our glorious father, apa pisentius, whom god hath made manifest to us in our own days."
ⲓⲟⲩⲇⲁⲥ ⲇⲉ ⲁϥϫⲡⲟ ⲙⲫⲁⲣⲉⲥ ⲙⲛⲍⲁⲣⲁ ⲉⲃⲟⲗ ϩⲛⲑⲁⲙⲁⲣ ⲫⲁⲣⲉⲥ ⲇⲉ ⲁϥϫⲡⲟ ⲛⲉⲥⲣⲱⲙ . ⲉⲥⲣⲱⲙ ⲇⲉ ⲁϥϫⲡⲟ ⲛⲁⲣⲁⲙ .,judah became the father of perez and zerah by tamar. perez became the father of hezron. hezron became the father of ram.
ⲉϣϫⲉ ⲡⲉⲕⲃⲁⲗ ⲇⲉ ⲛⲟⲩⲛⲁⲙ ⲥⲕⲁⲛⲇⲁⲗⲓⲍⲉ ⲙⲙⲟⲕ ⲡⲟⲣⲕϥ ⲛⲅⲛⲟϫϥ ⲛⲥⲁⲃⲟⲗ ⲙⲙⲟⲕ ⲥⲉⲣⲛⲟϥⲣⲉ ⲅⲁⲣ ⲛⲁⲕ ϫⲉⲕⲁⲁⲥ ⲉϥⲉϩⲉ ⲉⲃⲟⲗ ⲛϭⲓⲟⲩⲁ ⲛⲛⲉⲕⲙⲉⲗⲟⲥ ⲛⲥⲉⲧⲙⲛⲟⲩϫⲉ ⲙⲡⲉⲕⲥⲱⲙⲁ ⲧⲏⲣϥ ⲉⲧⲅⲉϩⲉⲛⲛⲁ ⲛⲥⲁⲧⲉ .,"if your right eye causes you to stumble, pluck it out and throw it away from you. for it is more profitable for you that one of your members should perish, than for your whole body to be cast into gehenna."
ⲉⲩⲟ ⲛⲧϩⲉ ⲛⲟⲩⲧⲗϯⲗⲉ ⲙⲙⲟⲟⲩ ⲉⲃⲟⲗ ϩⲛⲧϩⲁⲗⲁⲥⲥⲁ ⲁⲩⲱ ⲛⲧϩⲉ ⲛⲟⲩⲃⲗⲃⲓⲗⲉ ⲛϣⲱ ϩⲙⲡϣⲱ ⲧⲁⲓ ⲧⲉ ⲧϩⲉ ⲛⲛⲣⲙⲡⲟⲟⲩⲉ ⲛϣⲁⲉⲛⲉϩ,"as a drop of water unto the sea, and a gravelstone in comparison of the sand; so are a thousand years to the days of eternity."
ⲡⲉϫⲉⲡⲛⲟⲩⲧⲉ ⲇⲉ ⲛⲁϥ ϫⲉⲡⲁⲧϩⲏⲧ ⲥⲉⲛⲁϥⲓ ⲛⲧⲉⲕⲯⲩⲭⲏ ⲛⲧⲉⲓⲟⲩϣⲏ ⲛⲧⲟⲟⲧⲕ ⲛⲉⲛⲧⲁⲕⲥⲃⲧⲱⲧⲟⲩ ⲇⲉ ⲉⲩⲛⲁϣⲱⲡⲉ ⲛⲛⲓⲙ .,"'but god said to him, 'you foolish one, tonight your soul is required of you. the things which you have prepared--whose will they be?'"
ⲉⲧⲉⲧⲛⲉⲛ ϩⲉⲛϩⲟⲗⲟⲕⲁⲩⲧⲱⲙⲁ,"and ye shall bring whole-burnt-offerings, a sacrifice to the lord, two calves of the herd, one ram, seven lambs of a year old; they shall be to you without blemish."
ⲛⲧⲟⲕ ⲉⲛⲧⲁⲕⲥⲛⲧ ⲡⲉⲙϩⲓⲧ ⲙⲛⲧⲑⲁⲗⲁⲥⲥⲁ ⲑⲁⲃⲱⲣ ⲙⲛϩⲉⲣⲙⲱⲛⲓⲉⲓⲙ ⲛⲁⲧⲉⲗⲏⲗ ϩⲙⲡⲉⲕⲣⲁⲛ,thou hast created the north and the west: thabor and hermon shall rejoice in thy name.
ⲁϥϫⲓϣⲕⲁⲕ ⲉⲃⲟⲗ ⲛϭⲓⲡⲉⲓⲱⲧ ⲙⲡϣⲏⲣⲉ ϣⲏⲙ ϫⲉϯⲡⲓⲥⲧⲉⲩⲉ · ⲃⲟⲏⲑⲉⲓ ⲉⲧⲁⲙⲛⲧⲁⲧⲛⲁϩⲧⲉ ·,"and the father of the young man cried out, 'i believe. help thou mine unbelief.'"
ⲡⲉϫⲁϥ ⲙⲡⲁⲅⲅⲉⲗⲟⲥ ⲉⲧϣⲁϫⲉ ⲛϩⲏⲧ ϫⲉⲟⲩ ⲛⲉ ⲛⲁⲓ ⲁⲩⲱ ⲡⲉϫⲁϥ ⲛⲁⲓ ϫⲉⲛⲁⲓ ⲛⲉ ⲛⲧⲁⲩϫⲉⲉⲣⲉ ⲓⲟⲩⲇⲁⲥ ⲉⲃⲟⲗ ⲙⲛⲡⲓⲥⲣⲁⲏⲗ …,"and i said to the angel that spoke with me, what are these things, my lord? and he said to me, these are the horns that have scattered juda, and israel, and jerusalem."
ⲕⲁⲧⲁⲡϩⲱⲃ ⲛⲓⲙ ⲛⲧⲁⲕⲁⲓⲧⲉⲓ ⲙⲙⲟⲟⲩ ⲛⲧⲟⲟⲧϥ ⲙⲡϫⲟⲉⲓⲥ ⲡⲉⲕⲛⲟⲩⲧⲉ ϩⲛⲭⲱⲣⲏⲃ ⲛⲛⲉϩⲟⲟⲩ ⲛⲧⲉⲕⲕⲗⲏⲥⲓⲁ ⲉⲧⲉⲧⲛϫⲱ ⲙⲙⲟⲥ ϫⲉⲛⲛⲉⲛⲟⲩⲱϩ ⲉⲧⲟⲟⲧⲛ ⲉⲥⲱⲧⲙ ⲉⲡⲉϩⲣⲟⲟⲩ ⲙⲡϫⲟⲉⲓⲥ ⲡⲉⲛⲛⲟⲩⲧⲉ,"according to all things which thou didst desire of the lord thy god in choreb in the day of the assembly, saying, we will not again hear the voice of the lord thy god, and we will not any more see this great fire, and so we shall not die."
ⲡⲛⲟⲩⲧⲉ ⲛⲧⲟⲕ ⲉⲛⲧⲁⲕⲉⲓⲙⲉ ⲉⲧⲁⲙⲛⲧⲁⲧϩⲏⲧ ⲁⲩⲱ ⲛⲁⲛⲟⲃⲉ ⲙⲡⲟⲩϩⲱⲡ ⲉⲣⲟⲕ,"o god, thou knowest my foolishness; and my transgressions are not hidden from thee."
ⲙⲏ ⲉϫⲛⲛⲁⲓ ⲛϯⲛⲁϭⲙ ⲡϣⲓⲛⲉ ⲁⲛ ⲡⲉϫⲉⲡϫⲟⲉⲓⲥ ⲏ ⲉϫⲛⲟⲩϩⲉⲑⲛⲟⲥ ⲛⲧⲉⲓⲙⲓⲛⲉ ⲧⲁⲯⲩⲭⲏ ⲛⲁⲉⲓⲣⲉ ⲁⲛ ⲛⲟⲩⲕⲃⲁ,shall i not visit for these things? saith the lord: and shall not my soul be avenged on such a nation as this.
ⲁⲩⲱ ⲧⲁⲓ ⲧⲉ ⲧϩⲉ ⲛⲧⲉⲡⲓⲥⲣⲁⲏⲗ ⲧⲏⲣϥ ⲟⲩϫⲁⲓ . ⲕⲁⲧⲁⲧϩⲉ ⲉⲧⲥⲏϩ ϫⲉϥⲛⲏⲩ ⲉⲃⲟⲗ ϩⲛⲥⲓⲱⲛ ⲛϭⲓⲡⲉⲧⲛⲟⲩϩⲙ ⲛϥⲕⲧⲉⲙⲙⲛⲧϣⲁϥⲧⲉ ⲉⲃⲟⲗ ϩⲛⲓⲁⲕⲱⲃ .,"and so all israel will be saved. even as it is written, 'there will come out of zion the deliverer, and he will turn away ungodliness from jacob."
ⲡⲉϫⲁϥ ⲛⲁⲓ ⲁⲡⲁ ⲕⲩⲣⲟⲥ ϫⲉⲡⲓⲥⲧⲉⲩⲉ ⲛⲁⲓ ⲡⲁⲙⲉⲣⲓⲧ ⲛⲥⲟⲛ ⲁⲡⲁ ⲡⲁⲙⲃⲱ · ⲡⲁⲛⲟⲩⲧⲉ ⲁⲩⲱ ⲡⲁϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ ⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲡⲉⲧϭⲓⲛⲉ ⲙⲡⲁϣⲓⲛⲉ ϩⲙⲡⲉⲓϫⲁⲓⲉ ⲉⲧⲓϣⲟⲟⲡ ⲛϩⲏⲧϥ,"and apa cyrus said unto me, 'believe me, my beloved brother, apa pambo, my god and my lord jesus christ are those who visit me in this desert wherein i live."
ⲁⲡⲁ ⲃⲓⲕⲧⲱⲣ ⲇⲉ ⲁϥⲉⲓⲱⲣⲙ ⲉϩⲟⲩⲛ ϩⲙⲡϩⲟ ⲙⲡⲉϥⲉⲓⲱⲧ ⲉϥϫⲱ ⲙⲙⲟⲥ · ϫⲉⲡⲁⲉⲓⲱⲧ ⲟⲩⲧⲉ ⲧⲉⲓⲙⲛⲧⲁⲧϩⲏⲧ ⲛⲧⲁⲥⲧⲁϩⲟⲕ ⲙⲡϩⲟⲟⲩ · ⲉⲧⲣⲉⲕⲕⲱ ⲛⲥⲱⲕ ⲙⲡⲛⲟⲩⲧⲉ ⲛⲧⲡⲉ · ⲉⲧⲃⲉⲟⲩⲉⲟⲟⲩ ⲉϥϣⲟⲩⲉⲓⲧ ·,"and apa victor looked into the face of his father, saying, 'o my father, hath this foolishness obtained such a hold upon thee this day as to make thee forsake the god of heaven for the sake of the glory that is vanity?"
ⲛⲧⲉⲣⲟⲩⲕⲁⲁⲩ ⲇⲉ ⲉⲃⲟⲗ . ⲁⲩⲉⲓ ϣⲁⲛⲉⲧⲛⲟⲩⲟⲩ ⲛⲉ ⲁⲩⲱ ⲁⲩⲧⲁⲙⲟⲟⲩ ⲉⲛⲉⲛⲧⲁⲛⲁⲣⲭⲓⲉⲣⲉⲩⲥ ⲙⲛⲛⲉⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ ϫⲟⲟⲩ ⲛⲁⲩ .,"being let go, they came to their own company, and reported all that the chief priests and the elders had said to them."
ϯ ⲙⲡⲉⲧⲛⲟⲩⲟⲓ ⲉⲣⲟϥ ⲛⲧⲉⲧⲛⲣⲟⲩⲟⲉⲓⲛ ⲁⲩⲱ ⲛⲉⲧⲛϩⲟ ⲛⲉⲩϫⲓϣⲓⲡⲉ,"draw near to him, and be enlightened: and your faces shall not by any means be ashamed."
ⲛⲧⲉⲣⲉⲥⲧⲙⲉϣϭⲙϭⲟⲙ ⲇⲉ ⲛϥⲓ ⲉⲣⲟⲥ · ⲁⲥⲡⲁϩⲧⲥ ⲛⲁϥ ⲉⲥϫⲱ ⲙⲙⲟⲥ ϫⲉϯⲥⲟⲡⲥⲡ ⲙⲙⲟⲕ ⲡⲁϫⲟⲉⲓⲥ · ⲙⲡⲣϭⲱⲛⲧ ⲉⲣⲟⲓ ·,"and when she was unable any longer to contain herself she cast herself down (before) him, saying, ' i beseech thee, o my lord, be not angry with me,"
ⲁⲥϭⲉⲡⲏ ⲇⲉ ⲁⲥϭⲉϣⲧⲉⲥϩⲩⲇⲣⲓⲁ ⲉⲧϭⲱⲧ ⲁⲥⲡⲱⲧ ⲉⲃⲟⲗ ⲟⲛ ⲉϫⲛⲧϣⲱⲧⲉ ⲉⲥⲙⲉϩⲙⲟⲟⲩ ⲁⲩⲱ ⲁⲥⲙⲉϩⲙⲟⲟⲩ ⲉⲛⲉⲛϭⲁⲙⲟⲩⲗ ⲧⲏⲣⲟⲩ,"and she hasted, and emptied the water-pot into the trough, and ran to the well to draw again, and drew water for all the camels."
ⲁⲩⲱ ϩⲁⲡϩⲉⲑⲛⲟⲥ ⲁⲛ ⲙⲙⲁⲧⲉ . ⲁⲗⲗⲁ ϫⲉⲕⲁⲁⲥ ⲟⲛ ⲛϣⲏⲣⲉ ⲛⲧⲉⲡⲛⲟⲩⲧⲉ ⲉⲧϫⲟⲟⲣⲉ ⲉⲃⲟⲗ ⲉϥⲉⲥⲟⲟⲩϩⲟⲩ ⲉⲩⲙⲁ ⲛⲟⲩⲱⲧ .,"and not for the nation only, but that he might also gather together into one the children of god who are scattered abroad."
ⲡⲉϫⲉⲛⲁⲑⲁⲛⲁⲏⲗ ⲛⲁϥ . ϫⲉⲉⲣⲉϣ ⲟⲩⲁⲅⲁⲑⲟⲛ ϣⲱⲡⲉ ⲉⲃⲟⲗ ϩⲛⲛⲁⲍⲁⲣⲉⲑ ⲡⲉϫⲉⲫⲓⲗⲓⲡⲡⲟⲥ ⲛⲁϥ ϫⲉⲁⲙⲟⲩ ⲛⲅⲛⲁⲩ .,"nathanael said to him, 'can any good thing come out of nazareth?' philip said to him, 'come and see.'"
ⲁⲩⲱ ⲡϫⲟⲉⲓⲥ ⲁϥϭⲉⲗⲉⲡ ⲡⲁⲓ ⲉⲡⲙⲁⲁϫⲉ ⲛⲥⲁⲙⲟⲩⲏⲗ ϩⲁⲧϩⲏ ⲛⲟⲩϩⲟⲟⲩ ⲙⲡⲁⲧⲉ ⲥⲁⲟⲩⲗ ⲉⲓ ϣⲁⲣⲟϥ ⲉϥϫⲱ ⲙⲙⲟⲥ ⲛⲁϥ,"and the lord uncovered the ear of samuel one day before saul came to him, saying,"
ϫⲉⲕⲁⲁⲥ ⲉϥⲉϫⲱⲕ ⲉⲃⲟⲗ ⲛϭⲓⲡⲉⲛⲧⲁⲩϫⲟⲟϥ ϩⲓⲧⲙⲡⲉⲡⲣⲟⲫⲏⲧⲏⲥ ⲉϥϫⲱ ⲙⲙⲟⲥ ϫⲉϯⲛⲁⲟⲩⲱⲛ ⲉⲣⲱⲓ ϩⲛϩⲉⲛⲡⲁⲣⲁⲃⲟⲗⲏ ⲛⲧⲁϫⲱ ⲛⲛⲉⲧϩⲏⲡ ϫⲓⲛⲉⲡϣⲁⲥⲱⲛⲧ ⲙⲡⲕⲟⲥⲙⲟⲥ .,"that it might be fulfilled which was spoken through the prophet, saying,  'i will open my mouth in parables; i will utter things hidden from the foundation of the world.'"
ϩⲛⲧⲡⲉ ⲛⲧⲉⲧⲙⲛⲧⲣⲱⲙⲉ,in heaven that mankind tremble upon earth (at the sounds thereof).'
ⲁϥⲛⲁⲩ ⲇⲉ ⲉⲩⲃⲱ ⲛⲕⲛⲧⲉ ϩⲓⲧⲉϩⲓⲏ ⲁϥⲉⲓ ⲉϩⲣⲁⲓ ⲉϫⲱⲥ ⲙⲡⲉϥϩⲉ ⲉⲗⲁⲁⲩ ϩⲓⲱⲱⲥ ⲉⲓⲙⲏⲧⲓ ϩⲉⲛϭⲱⲃⲉ ⲙⲁⲩⲁⲁⲩ ⲁⲩⲱ ⲡⲉϫⲁϥ ⲛⲁⲥ ϫⲉⲛⲛⲉⲕⲁⲣⲡⲟⲥ ϣⲱⲡⲉ ⲉⲃⲟⲗ ⲛϩⲏⲧⲉ ϫⲓⲛⲧⲉⲛⲟⲩ ϣⲁⲉⲛⲉϩ . ⲁⲥϣⲟⲟⲩⲉ ⲛⲧⲉⲩⲛⲟⲩ ⲛϭⲓⲧⲃⲱ ⲛⲕⲛⲧⲉ .,"seeing a fig tree by the road, he came to it, and found nothing on it but leaves. he said to it, 'let there be no fruit from you forever!' immediately the fig tree withered away."
ⲁⲩⲱ ⲁϥⲉⲓⲛⲉ ⲉϩⲣⲁⲓ ⲉϫⲱⲟⲩ ⲛⲧⲟⲣⲅⲏ ⲙⲡⲉϥϭⲱⲛⲧ ⲁⲗⲗⲁ ⲁⲡⲡⲟⲗⲉⲙⲟⲥ ϭⲙϭⲟⲙ ⲉⲣⲟⲟⲩ ⲁⲩⲱ ⲛⲉⲧⲣⲱⲕϩ ⲙⲙⲟⲟⲩ ⲙⲡⲉⲩⲕⲱⲧⲉ ⲁⲩⲱ ⲙⲡⲉⲡⲟⲩⲁ ⲡⲟⲩⲁ ⲙⲙⲟⲟⲩ ⲉⲓⲙⲉ ⲟⲩⲇⲉ ⲙⲡⲟⲩⲕⲁⲁⲩ ϩⲙⲡⲉⲩϩⲏⲧ,"so he brought upon them the fury of his wrath; and the war, and those that burnt round about them, prevailed against them; yet no one of them knew it, neither did they lay it to heart."
ⲡⲉϫⲁⲩ ⲛϭⲓⲛϣⲏⲣⲉ ⲛϩⲣⲟⲩⲃⲏⲛ ⲙⲛⲛϣⲏⲣⲉ ⲛⲅⲁⲇ ⲛⲛⲁϩⲣⲙⲙⲱⲩⲥⲏⲥ ⲉⲩϫⲱ ⲙⲙⲟⲥ ϫⲉⲛⲉⲕϩⲙϩⲁⲗ ⲛⲁⲉⲓⲣⲉ ⲕⲁⲧⲁⲧϩⲉ ⲉⲧⲉⲣⲉⲡⲉⲛϫⲟⲉⲓⲥ ϩⲱⲛ ⲉⲧⲟⲟⲧⲛ,"and the sons of ruben and the sons of gad spoke to moses, saying, thy servants will do as our lord commands."
