prefix	input_text	target_text
translate Coptic to English	ⲟⲩⲟⲛ ⲛⲓⲙ ⲉⲛⲧⲁⲩϭⲙ ⲡⲉⲩϣⲓⲛⲉ ⲉⲃⲟⲗ ϩⲛⲧⲡⲁⲣⲉⲙϣⲟⲗⲏ ⲛϩⲣⲟⲩⲃⲏⲛ ⲉⲩⲉⲓⲣⲉ ⲛϣⲉ ⲧⲁⲉⲓⲟⲩ ⲛϣⲟ ⲙⲛⲥⲧⲉⲩϣⲉ ⲙⲛⲧⲁⲉⲓⲟⲩ ⲛⲥⲉⲧⲱⲟⲩⲛ ⲙⲛⲧⲉⲩϭⲟⲙ ⲉⲙⲟⲟϣⲉ ⲉⲩⲟ ⲙⲙⲉϩⲥⲛⲁⲩ	All who were numbered of the camp of Ruben, were a hundred and fifty-one thousand and four hundred and fifty: they with their forces shall proceed in the second place.
translate Coptic to English	ⲉϥϣⲓⲛⲉ ⲛⲥⲁⲓⲏⲥⲟⲩⲥ ϫⲉⲛⲓⲙ ⲡⲉ . ⲁⲩⲱ ⲙⲡϥϭⲙϭⲟⲙ ⲉⲧⲃⲉⲡⲙⲏⲏϣⲉ ϫⲉⲛⲉⲟⲩⲕⲟⲩⲓ ⲡⲉ ϩⲛⲧⲉϥϭⲟⲧ	He was trying to see who Jesus was, and couldn't because of the crowd, because he was short.
translate Coptic to English	ⲁⲩⲱ ⲁϥⲧⲱⲟⲩⲛϥ ⲛϭⲓⲓⲱⲛⲁⲥ ⲁϥⲙⲟⲟϣⲉ ⲉϩⲣⲁⲓ ⲉⲛⲓⲛⲉⲩⲏ : ⲕⲁⲧⲁⲧϩⲉ ⲉⲛⲧⲁⲡϫⲟⲉⲓⲥ ϣⲁϫⲉ ⲛⲉⲙⲁϥ : ⲛⲓⲛⲉⲩⲏ ⲇⲉ ⲛⲉⲩⲛⲟϭ ⲙ ⲡⲟⲗⲓⲥ ⲡⲉ ⲙⲡϫⲟⲉⲓⲥ ⲉⲥⲛⲁⲥⲟⲩϩⲓ ⲛⲛϣⲟⲙⲛⲧ ⲛϩⲟⲟⲩ ⲙⲙⲟⲟϣⲉ :	And Jonas arose, and went to Nineve, as the Lord had spoken. Now Nineve was an exceeding great city, of about three days' journey.
translate Coptic to English	ⲉⲧⲉⲧⲛⲣⲭⲣⲉⲓⲁ ⲅⲁⲣ ⲛⲟⲩϩⲩⲡⲟⲙⲟⲛⲏ . ϫⲉⲕⲁⲁⲥ ⲉⲁⲧⲉⲧⲛⲣⲡⲟⲩⲱϣ ⲙⲡⲛⲟⲩⲧⲉ ⲛⲧⲉⲧⲛϫⲓ ⲙⲡⲉⲣⲏⲧ .	For you need endurance so that, having done the will of God, you may receive the promise.
translate English to Coptic	and he administered unto us the Eucharist, the Body and Blood of the Lord.	ⲁϥⲥⲩⲛⲁⲅⲉ ⲙⲙⲟⲛ ⲙⲛⲛⲉⲛⲉⲣⲏⲩ · ϩⲙⲡⲥⲱⲙⲁ ⲙⲛⲡⲉⲥⲛⲟϥ ⲙⲡϫⲟⲉⲓⲥ ·
translate English to Coptic	'Woe to you, Chorazin! Woe to you, Bethsaida! For if the mighty works had been done in Tyre and Sidon which were done in you, they would have repented long ago, sitting in sackcloth and ashes.	ⲟⲩⲟⲓ ⲛⲉ ⲭⲟⲣⲁⲍⲉⲓⲛ . ⲟⲩⲟⲓ ⲛⲉ ⲃⲏⲇⲥⲁⲓⲇⲁ . ϫⲉⲉⲛⲉ ⲛⲧⲁⲛϭⲟⲙ ⲉⲛⲧⲁⲩϣⲱⲡⲉ ⲛϩⲏⲧⲧⲏⲩⲧⲛ ϣⲱⲡⲉ ϩⲛⲧⲩⲣⲟⲥ ⲛⲙⲥⲓⲇⲱⲛ ⲉϣϫⲉ ⲁⲩϩⲙⲟⲟⲥ ϩⲛⲟⲩϭⲟⲟⲩⲛⲉ ⲛⲙⲟⲩⲕⲣⲙⲉⲥ ⲉⲩⲙⲉⲧⲁⲛⲟⲉⲓ .
translate Coptic to English	ⲡⲁⲓ ⲉϯϣⲡϩⲓⲥⲉ ⲛϩⲏⲧϥ . ϣⲁϩⲣⲁⲓ ⲉⲙⲙⲣⲣⲉ ϩⲱⲥ ⲥⲟⲟⲛⲉ . ⲁⲗⲗⲁ ⲙⲡϣⲁϫⲉ ⲙⲡⲛⲟⲩⲧⲉ ⲙⲏⲣ ⲁⲛ .	in which I suffer hardship to the point of chains as a criminal. But God's word isn't chained.
translate English to Coptic	And it came to pass on the seventh day that some of the people went forth to gather, and found none.	ⲁⲥϣⲱⲡⲉ ⲇⲉ ϩⲙⲡⲙⲉϩⲥⲁϣϥ ⲛϩⲟⲟⲩ ⲁϩⲟⲓⲛⲉ ϩⲙⲡⲗⲁⲟⲥ ⲉⲓ ⲉⲃⲟⲗ ⲉⲥⲱⲟⲩϩ ⲛⲁⲩ ⲉϩⲟⲩⲛ ⲁⲩⲱ ⲙⲡⲟⲩϩⲉ ⲉⲟⲩⲟⲛ
translate English to Coptic	If at any time the land groaned against me, and if its furrows mourned together;	ⲉϣϫⲉ ⲁ ⲡⲕⲁϩ ⲉⲛⲉϩ ⲁϣⲁϩⲟⲙ ⲉⲣⲟⲓ ⲏ ⲁ ⲛⲉϥⲙⲉⲧⲗⲟⲙ ⲣⲓⲙⲉ ⲉⲣⲟⲓ ϩⲓⲟⲩⲥⲟⲡ
translate English to Coptic	This day do I know that thou art an arch-magician, and that thou dost work magic'	ϫⲉⲁⲓⲉⲓⲙⲉ ⲙⲡϩⲟⲟⲩ ϫⲉⲛⲧⲕⲟⲩⲥⲁϩ ⲙⲙⲁⲅⲟⲥ ⲉⲕⲣⲙⲁⲅⲉⲓⲁ ·
translate Coptic to English	ⲡⲉϩⲙⲟⲧ ⲇⲉ ⲙⲡⲛⲟⲩⲧⲉ ϣⲏⲡ ⲡⲁⲓ ⲉⲧϫⲁⲓⲟ ⲙⲙⲟⲛ ⲉⲃⲟⲗ ⲛⲟⲩⲟⲉⲓϣ ⲛⲓⲙ ϩⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ . ⲁⲩⲱ ⲉⲧⲟⲩⲱⲛϩ ⲉⲃⲟⲗ ⲙⲡⲉⲥⲧⲟⲓ ⲙⲡⲉϥⲥⲟⲟⲩⲛ ⲉⲃⲟⲗ ϩⲓⲧⲟⲟⲧⲛ ϩⲙⲙⲁ ⲛⲓⲙ .	Now thanks be to God, who always leads us in triumph in Christ, and reveals through us the sweet aroma of his knowledge in every place.
translate English to Coptic	for they provoked his spirit, and he spoke unadvisedly with his lips.	ϫⲉⲁⲩϯⲛⲟⲩϭⲥ ⲙⲡⲉϥⲡⲛⲉⲩⲙⲁ ⲁϥϩⲱⲛ ⲉⲧⲟⲟⲧⲟⲩ ϩⲛⲛⲉϥⲥⲡⲟⲧⲟⲩ
translate English to Coptic	And greaves of grass were upon his legs, and a brazen target was between his shoulders.	ⲁⲩⲱ ϩⲛⲥⲏϥⲉ ⲛϩⲟⲙⲛⲧ ⲛⲉⲩⲟⲧϩ ⲉⲣⲁⲧϥ ⲉⲣⲉⲟⲩϩⲟⲡⲗⲟⲛ ⲛⲣⲛϩⲟϥ ⲕⲏ ⲉϩⲣⲁⲓ ⲟⲩⲧⲉ ⲛⲉϥⲛⲁϩⲃⲉ
translate Coptic to English	ⲛⲧⲡⲉ ⲇⲉ ϥϫⲱ ⲙⲙⲟⲥ ϫⲉⲟⲩⲑⲩⲥⲓⲁ ⲙⲛⲟⲩⲡⲣⲟⲥⲫⲟⲣⲁ ⲙⲛϩⲉⲛϭⲗⲓⲗ ⲙⲛⲛⲉϣⲁⲩⲧⲁⲁⲩ ϩⲁⲛⲟⲃⲉ ⲙⲡⲕⲟⲩⲁϣⲟⲩ ⲟⲩⲇⲉ ⲙⲡⲕⲣϩⲛⲁⲕ ⲛϩⲏⲧⲟⲩ ⲛⲁⲓ ⲉϣⲁⲩⲧⲁⲗⲟⲟⲩ ⲉϩⲣⲁⲓ ⲕⲁⲧⲁⲡⲛⲟⲙⲟⲥ .	Previously saying, 'Sacrifices and offerings and whole burnt offerings and sacrifices for sin you didn't desire, neither had pleasure in them' (those which are offered according to the law),
translate English to Coptic	But you, beloved, remember the words which have been spoken before by the apostles of our Lord Jesus Christ.	ⲛⲧⲱⲧⲛ ⲇⲉ ⲛⲁⲙⲉⲣⲁⲧⲉ ⲁⲣⲓⲡⲙⲉⲉⲩⲉ ⲛⲛϣⲁϫⲉ ⲙⲡⲉⲛϫⲟⲉⲓⲥ ⲓⲏⲥⲟⲩⲥ ⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲛⲁⲓ ⲛⲧⲁⲛⲉϥⲁⲡⲟⲥⲧⲟⲗⲟⲥ ϫⲟⲟⲩ ⲛϫⲓⲛ ϣⲟⲣⲡ
translate English to Coptic	Sing to the Lord with a harp, with a harp, and the voice of a psalm.	ⲯⲁⲗⲗⲉⲓ ⲉⲣⲟϥ ϩⲛⲟⲩⲕⲓⲑⲁⲣⲁ ϩⲛⲟⲩⲕⲓⲑⲁⲣⲁ ⲙⲛⲟⲩϩⲣⲟⲟⲩ ⲙⲯⲁⲗⲙⲟⲥ
translate Coptic to English	ⲙⲡⲣⲣϩⲟⲧⲉ ϩⲛⲧϥ… ……ⲉϩⲟⲩⲛ ⲉⲡⲉⲕ…	Seek not to be judge, being not able to take away iniquity; lest at any time thou fear the person of the mighty, an stumblingblock in the way of thy uprightness.
translate Coptic to English	ⲡⲣⲣⲟ ⲇⲉ ⲛⲧⲃⲁⲃⲩⲗⲱⲛ ⲁϥⲕⲱⲛⲥ ⲛⲛϣⲏⲣⲉ ⲛⲥⲉⲇⲉⲕⲓⲁⲥ ⲙⲡⲉⲙⲧⲟ ⲉⲃⲟⲗ ⲛⲛⲉϥⲃⲁⲗ ⲁⲩⲱ ⲛⲁⲣⲭⲱⲛ ⲧⲏⲣⲟⲩ ⲛⲓⲟⲩⲇⲁ ⲁϥⲕⲟⲛⲥⲟⲩ ϩⲛⲇⲉⲃⲗⲁⲑⲁ	And the king of Babylon slew the sons of Sedekias before his eyes; and he slew all the princes of Juda in Deblatha.
translate English to Coptic	And your dead men shall be food to the birds of the sky, and to the beasts of the earth; and there shall be none to scare them away.	ⲁⲩⲱ ⲛⲉⲧⲛⲣⲉϥⲙⲟⲟⲩⲧ ⲉⲩⲉϣⲱⲡⲉ ⲛϩⲣⲉ ⲛⲛϩⲁⲗⲁⲧⲉ ⲛⲧⲡⲉ ⲁⲩⲱ ⲛⲛⲉⲑⲏⲣⲓⲟⲛ ⲛⲡⲕⲁϩ ⲛⲧⲉⲧⲙⲗⲁⲁⲩ ⲛⲟϣⲡⲟⲩ ⲉⲃⲟⲗ ϩⲓϫⲱⲟⲩ
translate Coptic to English	ⲁⲩⲕⲁⲁⲧ ⲇⲉ ⲛϣⲁϫⲉ ϩⲛⲛϩⲉⲑⲛⲟⲥ ⲁⲓϣⲱⲡⲉ ⲛⲁⲩ ⲛⲥⲱⲃⲉ	But thou has made me a byword amount the nations, and I am become a scorn to them.
translate Coptic to English	ⲏⲛⲓⲙ ⲡⲉⲧⲛⲁⲃⲱⲕ ⲉⲡⲉⲥⲏⲧ ⲉⲡⲛⲟⲩⲛ ⲉⲧⲉⲡⲁⲓ ⲡⲉ ⲉⲙⲡⲉⲭⲣⲓⲥⲧⲟⲥ ⲉϩⲣⲁⲓ ϩⲛⲛⲉⲧⲙⲟⲟⲩⲧ .	or, 'Who will descend into the abyss?' (that is, to bring Christ up from the dead.)'
translate English to Coptic	But Ismael escaped with eight men and went to the children of Ammon.	ⲓⲥⲙⲁⲏⲗ ⲇⲉ ⲁϥⲡⲱⲧ ⲙⲛϣⲙⲟⲩⲛ ⲛⲣⲱⲙⲉ ⲁϥⲃⲱⲕ ⲉⲣⲁⲧⲟⲩ ⲛⲛϣⲏⲣⲉ ⲛⲁⲙⲙⲱⲛ
translate Coptic to English	ⲡⲉⲧⲟ ⲛⲉⲓⲉⲣⲃⲟⲟⲛⲉ ⲉⲣⲟϥ ⲉϥⲛⲁⲣⲁⲅⲁⲑⲟⲥ ⲛⲛⲓⲙ ⲁⲩⲱ ……	He that is evil to himself, to whom will he be good? he shall not take pleasure in his goods.
translate Coptic to English	ⲁⲩⲱ ⲙⲛⲗⲁⲁⲩ ⲛⲥⲱⲛⲧ ⲉϥϩⲏⲡ ⲙⲡⲉϥⲙⲧⲟ ⲉⲃⲟⲗ ⲥⲉϭⲟⲗⲡ ⲇⲉ ⲉⲃⲟⲗ ⲧⲏⲣⲟⲩ ⲁⲩⲱ ⲥⲉϣⲁⲁⲧ ⲛⲛⲁϩⲣⲁϥ ⲡⲁⲓ ⲉⲧⲉⲣⲉⲡϣⲁϫⲉ ϫⲓ ⲉϩⲟⲩⲛ ⲉⲣⲟϥ ⲛⲁⲛ .	There is no creature that is hidden from his sight, but all things are naked and laid open before the eyes of him with whom we have to do.
translate English to Coptic	And the children of Israel cried to the Lord, because he had nine hundred chariots of iron; and he mightily oppressed Israel twenty years.	ⲁⲩⲱ ⲛϣⲏⲣⲉ ⲙⲓⲥⲣⲁⲏⲗ ⲁⲩϫⲓϣⲕⲁⲕ ⲉⲃⲟⲗ ⲉϩⲣⲁⲓ ⲉⲡϫⲟⲉⲓⲥ ⲉⲃⲟⲗϫⲉ ⲛⲉⲣⲉⲯⲓⲥ ⲛϣⲉ ⲛϩⲁⲣⲙⲁ ⲙⲡⲉⲛⲓⲡⲉ ϣⲟⲟⲡ ⲛⲁϥ ⲁⲩⲱ ⲡⲁⲓ ⲉⲛⲉϥⲑⲗⲓⲃⲉ ⲙⲙⲁⲧⲉ ⲛⲛϣⲏⲣⲉ ⲙⲡⲓⲥⲣⲁⲏⲗ ⲛϫⲟⲩⲱⲧⲉ ⲛⲣⲟⲙⲡⲉ
translate English to Coptic	For you need endurance so that, having done the will of God, you may receive the promise.	ⲉⲧⲉⲧⲛⲣⲭⲣⲉⲓⲁ ⲅⲁⲣ ⲛⲟⲩϩⲩⲡⲟⲙⲟⲛⲏ . ϫⲉⲕⲁⲁⲥ ⲉⲁⲧⲉⲧⲛⲣⲡⲟⲩⲱϣ ⲙⲡⲛⲟⲩⲧⲉ ⲛⲧⲉⲧⲛϫⲓ ⲙⲡⲉⲣⲏⲧ .
translate English to Coptic	And all things that have not fins or scales of those that are in the waters, these are an abomination to you.	ⲁⲩⲱ ⲛⲕⲁ ⲛⲓⲙ ⲉⲧⲉⲙⲛⲧⲛϩ ⲙⲙⲟⲟⲩ ⲟⲩⲇⲉ ⲉⲙⲛϣⲛϥⲉ ϩⲓⲱⲟⲩ ϩⲛⲛⲉⲙⲟⲟⲩ ⲡⲁⲓ ⲟⲩⲃⲟⲧⲉ ⲛⲏⲧⲛ ⲡⲉ
translate Coptic to English	ⲁⲩⲱ ⲛⲁⲓ ⲛⲉⲧⲉⲧⲛⲁⲟⲩⲟⲙⲟⲩ ⲁⲛ ⲉⲃⲟⲗ ⲛϩⲏⲧⲟⲩ ⲡⲁⲉⲧⲟⲥ ⲁⲩⲱ ⲡⲉⲅⲣⲩⲯ ⲙⲛⲡⲁⲗⲓⲉⲧⲟⲥ	And these of them ye shall not eat; the eagle, and the ossifrage, and the sea-eagle,
translate English to Coptic	And the drops of rain are numbered by him, and shall be poured out in rain to form a cloud.	ⲛⲧⲉⲗϯⲗⲉ ⲇⲉ ⲙⲡϩⲱⲟⲩ ⲏⲡ ⲛⲛⲁϩⲣⲁϥ
translate Coptic to English	ⲛⲧⲱⲧⲛ ⲇⲉ ⲁⲧⲉⲧⲛⲛⲁⲩ ⲉⲛⲉⲛⲧⲁϥⲁⲁⲩ ⲛϭⲓⲡϫⲟⲉⲓⲥ ⲡⲉⲛⲛⲟⲩⲧⲉ ⲛⲛⲉⲓϩⲉⲑⲛⲟⲥ ⲧⲏⲣⲟⲩ ϩⲓϩⲏ ⲙⲙⲟⲛ ⲉⲃⲟⲗϫⲉ ⲡϫⲟⲉⲓⲥ ⲡⲉⲛⲛⲟⲩⲧⲉ ⲛⲧⲟϥ ⲡⲉⲛⲧⲁϥⲙⲓϣⲉ ⲛⲙⲙⲁⲩ ⲉϫⲱⲛ	And ye have seen all that the Lord our God has done to all these nations before us; for it is the Lord your God who has fought for you.
translate English to Coptic	Therefore Jesus said to them, 'If God were your father, you would love me, for I came out and have come from God. For I haven't come of myself, but he sent me.	ⲡⲉϫⲉⲓⲏⲥⲟⲩⲥ ϭⲉ ⲛⲁⲩ ϫⲉⲉⲛⲉ ⲡⲉⲧⲛⲉⲓⲱⲧ ⲡⲉ ⲡⲛⲟⲩⲧⲉ ⲛⲉⲧⲉⲧⲛⲁⲙⲉⲣⲓⲧ ⲡⲉ ⲁⲛⲟⲕ ⲅⲁⲣ ⲛⲧⲁⲓⲉⲓ ⲁⲩⲱ ⲉⲓⲛⲏⲩ ⲉⲃⲟⲗ ϩⲓⲧⲙⲡⲛⲟⲩⲧⲉ ⲛⲧⲁⲓ ⲅⲁⲣ ⲁⲛ ϩⲁⲣⲟⲓ ⲙⲙⲁⲩⲁⲁⲧ ⲁⲗⲗⲁ ⲡⲉⲧⲙⲙⲁⲩ ⲡⲉⲛⲧⲁϥⲧⲁⲟⲩⲟⲉⲓ .
translate English to Coptic	Behold, he has travailed with unrighteousness, he has conceived trouble, and brought forth iniquity.	ⲉⲓⲥ ϩⲏⲏⲧⲉ ⲁⲡϫⲓⲛϭⲟⲛⲥ ϯⲛⲁⲁⲕⲉ ⲁϥⲱ ⲙⲡϩⲓⲥⲉ ⲁϥϫⲡⲉⲧⲁⲛⲟⲙⲓⲁ
translate Coptic to English	ⲁⲩⲱ ⲛⲉⲥⲉⲓⲁ ⲛⲁⲕⲟⲧⲟⲩ ⲉⲩⲗⲁⲙϫⲁⲧⲡ ⲁⲩⲱ ⲡⲉⲥⲕⲁϩ ⲉⲩⲑⲏⲛ ⲁⲩⲱ ⲡⲉⲥⲕⲁϩ ⲛⲁϣⲱⲡⲉ ⲉϥⲙⲟⲩϩ ⲛⲧϩⲉ ⲛⲟⲩⲗⲁⲙϫⲁⲧⲡ	And her valleys shall be turned into pitch, and her land into sulphur; and her land shall be as pitch burning night and day;
translate English to Coptic	but now, no longer having any place in these regions, and having these many years a longing to come to you,	ⲧⲉⲛⲟⲩ ⲇⲉ ⲙⲛϯ ⲙⲁ ϩⲛⲛⲉⲓⲕⲗⲓⲙⲁ . ⲉⲩⲛⲧⲁⲓ ⲇⲉ ⲙⲙⲁⲩ ⲛⲟⲩⲟⲩⲱϣ ⲉⲉⲓ ϣⲁⲣⲱⲧⲛ ⲉⲓⲥ ϩⲁϩ ⲛⲣⲟⲙⲡⲉ .
translate English to Coptic	And each one had four faces, and each one had four wings.	ⲉⲩⲟⲩⲛ ϥⲧⲟⲟⲩ ⲛϩⲟ ϩⲓⲡⲟⲩⲁ ⲡⲟⲩⲁ ⲁⲩⲱ ϥⲧⲟⲟⲩ ⲛⲧⲛϩ ϩⲓⲡⲟⲩⲁ ⲡⲟⲩⲁ
translate English to Coptic	And it came to pass when ye heard the voice out of the midst of the fire, for the mountain burned with fire, that ye came to me, even all the heads of your tribes, and your elders:	ⲁⲩⲱ ⲁⲥϣⲱⲡⲉ ⲛⲧⲉⲣⲉⲧⲛⲥⲱⲧⲙ ⲉⲧⲉⲥⲙⲏ ⲉⲃⲟⲗ ϩⲛⲧⲙⲏⲧⲉ ⲛⲧⲥⲁⲧⲉ ⲁⲩⲱ ⲡⲧⲟⲟⲩ ⲉϥⲙⲟⲩϩ ϩⲛⲟⲩⲥⲁⲧⲉ ⲁⲧⲉⲧⲛϯ ⲡⲉⲧⲛⲟⲩⲟⲓ ⲉⲣⲟⲓ ⲛⲁⲣⲭⲱⲛ ⲛⲛⲉⲧⲙⲫⲩⲗⲏ ⲛⲙⲛⲉⲧⲛϩⲗⲗⲟⲓ
translate English to Coptic	And it shall come to pass in that day, that the prophets shall be ashamed every one of his vision when he prophesies; and they shall clothe themselves with a garment of hair, because they have lied.	ⲁⲩⲱ ⲉⲥⲛⲁϣⲱⲡⲉ ϩⲙⲡⲉϩⲟⲟⲩ ⲉⲧⲙⲙⲁⲩ ⲥⲉⲛⲁϫⲓ ϣⲓⲡⲉ ⲛϭⲓⲛⲉⲡⲣⲟⲫⲏⲧⲏⲥ ⲡⲟⲩⲁ ⲡⲟⲩⲁ ϩⲛⲧⲉϥϩⲟⲣⲁⲥⲓⲥ ϩⲙⲡⲧⲣⲉϥⲡⲣⲟⲫⲏⲧⲉⲩⲉ ⲁⲩⲱ ⲉⲩϯ ϩⲓⲱⲟⲩ ⲛϩⲛϭⲟⲟⲩⲛⲉ ⲉⲃⲟⲗϫⲉ ⲁⲩϫⲓ ϭⲟⲗ
translate Coptic to English	ⲡⲉϫⲁϥ ⲇⲉ ⲛϭⲓⲡϫⲟⲉⲓⲥ ⲙⲙϭⲩⲥⲏⲥ ϫⲉⲥϩⲁⲓ ⲛⲁⲕ ⲛⲛⲉⲓϣⲁϫⲉ ⲉϩⲣⲁⲓ ⲅⲁⲣ ⲉϫⲛⲛⲉⲓϣⲁϫⲉ ⲁⲓⲥⲙⲓⲛⲉ ⲛⲙⲙⲁⲕ ⲛⲟⲩⲇⲓⲁⲑⲏⲕⲏ ⲁⲩⲱ ⲙⲛⲡⲓⲥⲣⲁⲏⲗ	And the Lord said to Moses, Write these words for thyself, for on these words I have established a covenant with thee and with Israel.
translate English to Coptic	Be not an hypocrite in the sight of men, and take good heed what thou speakest.	…… ⲙⲡⲉⲙⲧⲟ ⲉⲃⲟⲗ ⲛⲛⲣⲱⲙⲉ ………ⲛⲉⲕⲥⲡⲟⲧⲟⲩ
translate English to Coptic	For where jealousy and selfish ambition are, there is confusion and every evil deed.	ⲡⲙⲁ ⲅⲁⲣ ⲉⲧⲉⲣⲉⲕⲱϩ ϩⲓϯ ⲧⲱⲛ ⲛϩⲏⲧϥ ϥⲙⲙⲟⲟⲩ ⲛϭⲓⲡⲉϣⲧⲟⲣⲧⲣ ⲙⲛϩⲱⲃ ⲛⲓⲙ ⲉⲧϩⲟⲟⲩ
translate English to Coptic	And the spirit of the Lord came upon Jephthae, and he passed over Galaad, and Manasse, and passed by the watch-tower of Galaad to the other side of the children of Ammon.	ⲁⲩⲱ ⲡⲉⲡⲛⲉⲩⲙⲁ ⲙⲡϫⲟⲉⲓⲥ ⲁϥⲓ ⲉϫⲛⲓⲉⲫⲑⲁⲉ ⲁϥⲡⲁⲣⲁⲅⲉ ⲛⲅⲁⲗⲁⲁⲇ ⲙⲛⲙⲁⲛⲁⲥⲥⲏ ⲁⲩⲱ ⲁϥⲡⲁⲣⲁⲅⲉ ⲙⲡⲙⲁ ⲛϭⲱϣⲧ ⲉⲃⲟⲗ ⲛⲅⲁⲗⲁⲁⲇ ⲉⲡⲉⲕⲣⲟ ⲛⲛϣⲏⲣⲉ ⲛⲁⲙⲙⲱⲛ
translate Coptic to English	ⲁⲡⲛⲟⲩⲧⲉ ϯϩⲧⲏϥ ⲉⲣⲟⲕ ⲛⲧϩⲉ ⲛⲉⲛⲱⲭ ⲡⲉⲅⲣⲁⲙⲙⲁⲧⲉⲩⲥ ⲛⲧⲇⲓⲕⲁⲓⲟⲥⲩⲛⲏ ·	God shall shew compassion upon thee as He did upon Enoch, the scribe of righteousness.
translate Coptic to English	ⲥⲁϩⲉ ⲧⲏⲩⲧⲛ ⲉⲃⲟⲗ ⲛⲁⲕⲁⲑⲁⲣⲧⲟⲥ ⲁϫⲓⲥ ⲛⲁⲩ ϫⲉⲥⲁϩⲱⲧⲛ ⲉⲃⲟⲗ ⲥⲁϩⲱⲧⲛ ⲉⲃⲟⲗ ⲙⲡⲣϫⲱϩ ⲉⲣⲟⲟⲩ ϫⲉⲁⲩϫⲉⲣⲟ ⲁⲩⲱ ⲁⲩⲕⲓⲙ ⲁϫⲓⲥ ϩⲛⲛϩⲉⲑⲛⲟⲥ ϫⲉⲛⲛⲉⲟⲩⲱϩ ⲉⲧⲟⲟⲧⲟⲩ ⲉⲧⲣⲉⲩϣⲱⲡⲉ ϩⲙⲡⲙⲁ ⲛϭⲟⲉⲓⲗⲉ	SAMECH. Depart ye from the unclean ones: call ye them: depart, depart, touch them not: for they are on fire, yea, they stagger: say ye among the nations, They shall no more sojourn there.
translate Coptic to English	ⲛⲧϩⲉ ⲙⲡⲟⲟϩ ⲉⲧⲥⲃⲧⲱⲧ ϣⲁⲉⲛⲉϩ ⲉⲣⲉⲡⲙⲛⲧⲣⲉⲉⲧⲛϩⲟⲧ ϩⲛⲧⲡⲉ ⲇⲓⲁⲯⲁⲗⲙⲁ	and as the moon that is established for ever, and as the faithful witness in heaven. Pause.
translate Coptic to English	ⲉⲃⲟⲗ ⲇⲉ ϩⲛⲙⲓⲗⲏⲧⲟⲥ ⲁϥϫⲟⲟⲩ ⲉⲉⲫⲉⲥⲟⲥ ⲁϥⲙⲟⲩⲧⲉ ⲉⲛⲉⲡⲣⲉⲥⲃⲩⲧⲉⲣⲟⲥ ⲛⲧⲉⲕⲕⲗⲏⲥⲓⲁ .	From Miletus he sent to Ephesus, and called to himself the elders of the assembly.
translate Coptic to English	ⲥⲉⲛⲁⲧⲁⲁϥ ⲅⲁⲣ ⲉⲧⲟⲟⲧⲟⲩ ⲛⲛϩⲉⲑⲛⲟⲥ ⲉⲥⲱⲃⲉ ⲙⲙⲟϥ . ⲛⲥⲉⲥⲟϣϥ . ⲛⲥⲉⲛⲉϫ ⲡⲁϭⲥⲉ ⲉϩⲟⲩⲛ ⲉϩⲣⲁϥ .	For he will be delivered up to the Gentiles, will be mocked, treated shamefully, and spit on.
translate English to Coptic	having been buried with him in baptism, in which you were also raised with him through faith in the working of God, who raised him from the dead.	ⲉⲁⲩⲧⲉⲙⲥ ⲧⲏⲩⲧⲛ ⲛⲙⲙⲁϥ ϩⲙⲡⲃⲁⲡⲧⲓⲥⲙⲁ . ⲡⲁⲓ ⲟⲛ ⲉⲛⲧⲁⲧⲉⲧⲛⲧⲱⲟⲩⲛ ⲛϩⲏⲧϥ ϩⲛⲧⲡⲓⲥⲧⲓⲥ ⲛⲧⲉⲛⲉⲣⲅⲉⲓⲁ ⲙⲡⲛⲟⲩⲧⲉ . ⲡⲁⲓ ⲉⲛⲧⲁϥⲧⲟⲩⲛⲟⲥϥ ⲉⲃⲟⲗ ϩⲛⲛⲉⲧⲙⲟⲟⲩⲧ .
translate Coptic to English	ⲉⲕⲉϯ ϩⲧⲏⲕ ⲉⲣⲡϩⲁⲡ ϩⲛⲟⲩⲙⲉ ϫⲉⲕⲁⲥ ⲉⲧⲉⲧⲛⲉⲱⲛϩ ⲁⲩⲱ ⲛⲧⲉⲧⲛⲃⲱⲕ ⲉϩⲟⲩⲛ ⲛⲧⲉⲧⲛⲕⲗⲏⲣⲟⲛⲟⲙⲉⲓ ⲙⲡⲕⲁϩ ⲡⲁⲓ ⲉⲧⲉⲣⲉⲡϫⲟⲉⲓⲥ ⲡⲉⲕⲛⲟⲩⲧⲉ ⲛⲁⲧⲁⲁϥ ⲛⲁⲕ ⲕⲁⲧⲁⲡϩⲩⲗⲏ ⲁⲩⲱ ⲉⲩⲉⲕⲣⲓⲛⲉ ⲙⲡⲗⲁⲟⲥ ϩⲛⲟⲩϩⲁⲡ ⲙⲙⲉ	Thou shalt justly pursue justice, that ye may live, and go in and inherit the land which the Lord thy God gives thee.
